32310,FL,TALLAHASSEE
32311,FL,TALLAHASSEE
32312,FL,TALLAHASSEE
32320,FL,APALACHICOLA
32321,FL,BRISTOL
32322,FL,CARRABELLE
32324,FL,CHATTAHOOCHEE
32327,FL,CRAWFORDVILLE
32328,FL,SAINT GEORGE ISL
32331,FL,GREENVILLE
32333,FL,HAVANA
32334,FL,HOSFORD
32336,FL,LAMONT
32340,FL,MADISON
32344,FL,MONTICELLO
32346,FL,PANACEA
32347,FL,PERRY
32350,FL,PINETTA
32351,FL,QUINCY
32356,FL,SALEM
32358,FL,SOPCHOPPY
32359,FL,STEINHATCHEE
32401,FL,PANAMA CITY
32403,FL,PANAMA CITY
32404,FL,PANAMA CITY
32405,FL,PANAMA CITY
32407,FL,PANAMA CITY BEAC
32408,FL,PANAMA CITY BEAC
32409,FL,SOUTHPORT
32413,FL,PANAMA CITY BEAC
32420,FL,ALFORD
32421,FL,ALTHA
32423,FL,BASCOM
32424,FL,BLOUNTSTOWN
32425,FL,BONIFAY
32426,FL,CAMPBELLTON
32427,FL,CARYVILLE
32428,FL,CHIPLEY
32430,FL,CLARKSVILLE
32431,FL,COTTONDALE
32433,FL,DE FUNIAK SPRING
32437,FL,EBRO
32438,FL,FOUNTAIN
32439,FL,FREEPORT
32440,FL,GRACEVILLE
32442,FL,GRAND RIDGE
32443,FL,GREENWOOD
32444,FL,LYNN HAVEN
32445,FL,MALONE
32446,FL,MARIANNA
32449,FL,KINARD
32455,FL,PONCE DE LEON
32456,FL,PORT SAINT JOE
32459,FL,SANTA ROSA BEACH
32460,FL,SNEADS
32462,FL,VERNON
32464,FL,WESTVILLE
32465,FL,WEWAHITCHKA
32466,FL,YOUNGSTOWN
32501,FL,PENSACOLA
32503,FL,PENSACOLA
32504,FL,PENSACOLA
32505,FL,PENSACOLA
32506,FL,PENSACOLA
32507,FL,PENSACOLA
32508,FL,PENSACOLA
32514,FL,PENSACOLA
32526,FL,PENSACOLA
32531,FL,BAKER
32533,FL,CANTONMENT
32534,FL,PENSACOLA
32535,FL,CENTURY
32536,FL,CRESTVIEW
32541,FL,SANDESTIN
32542,FL,EGLIN A F B
32547,FL,FORT WALTON BEAC
32548,FL,FORT WALTON BEAC
32561,FL,GULF BREEZE
32564,FL,HOLT
32565,FL,JAY
32566,FL,NAVARRE
32567,FL,LAUREL HILL
32568,FL,WALNUT HILL
32569,FL,MARY ESTHER
32570,FL,MILTON
32571,FL,PACE
32578,FL,NICEVILLE
32579,FL,SHALIMAR
32580,FL,VALPARAISO
32583,FL,MILTON
32601,FL,GAINESVILLE
32603,FL,GAINESVILLE
32605,FL,GAINESVILLE
32606,FL,GAINESVILLE
32607,FL,GAINESVILLE
32608,FL,GAINESVILLE
32609,FL,GAINESVILLE
32611,FL,GAINESVILLE
32615,FL,SANTA FE
32617,FL,ANTHONY
32618,FL,ARCHER
32619,FL,BELL
32620,FL,32620
32621,FL,BRONSON
32622,FL,BROOKER
32625,FL,CEDAR KEY
32626,FL,CHIEFLAND
32629,FL,32629
32630,FL,32630
32631,FL,EARLETON
32636,FL,32636
32640,FL,HAWTHORNE
32642,FL,32642
32643,FL,HIGH SPRINGS
32646,FL,32646
32648,FL,HORSESHOE BEACH
32649,FL,32649
32650,FL,32650
32652,FL,32652
32656,FL,KEYSTONE HEIGHTS
32661,FL,32661
32665,FL,32665
32666,FL,MELROSE
32667,FL,MICANOPY
32668,FL,MORRISTON
32669,FL,NEWBERRY
32670,FL,32670
32671,FL,32671
32672,FL,32672
32673,FL,32673
32674,FL,32674
32675,FL,32675
32676,FL,32676
32680,FL,OLD TOWN
32684,FL,32684
32686,FL,REDDICK
32688,FL,32688
32691,FL,32691
32693,FL,TRENTON
32694,FL,WALDO
32696,FL,WILLISTON
32698,FL,32698
32701,FL,ALTAMONTE SPRING
32702,FL,ALTOONA
32703,FL,HUNT CLUB
32707,FL,CASSELBERRY
32708,FL,WINTER SPRINGS
32709,FL,CHRISTMAS
32712,FL,APOPKA
32713,FL,DEBARY
32714,FL,FOREST CITY
32720,FL,DELAND
32724,FL,DELAND
32725,FL,DELTONA
32726,FL,EUSTIS
32730,FL,FERN PARK
32732,FL,GENEVA
32735,FL,GRAND ISLAND
32738,FL,DELTONA
32744,FL,LAKE HELEN
32746,FL,HEATHROW
32750,FL,LONGWOOD
32751,FL,EATONVILLE
32754,FL,MIMS
32757,FL,MOUNT DORA
32759,FL,OAK HILL
32763,FL,ORANGE CITY
32764,FL,OSTEEN
32765,FL,OVIEDO
32766,FL,CHULUOTA
32767,FL,PAISLEY
32771,FL,SANFORD
32773,FL,SANFORD
32776,FL,SORRENTO
32778,FL,TAVARES
32779,FL,SPRINGS PLAZA
32780,FL,TITUSVILLE
32784,FL,DONA VISTA
32789,FL,WINTER PARK
32792,FL,ALOMA
32796,FL,TITUSVILLE
32798,FL,ZELLWOOD
32801,FL,ORLANDO
32803,FL,ORLANDO
32804,FL,FAIRVILLA
32805,FL,ORLANDO
32806,FL,ORLANDO
32807,FL,AZALEA PARK
32808,FL,PINE HILLS
32809,FL,PINE CASTLE
32810,FL,LOCKHART
32811,FL,ORLO VISTA
32812,FL,ORLANDO
32813,FL,NAVAL TRAINING C
32815,FL,KENNEDY SPACE CE
32817,FL,UNION PARK
32818,FL,ORLANDO
32819,FL,SAND LAKE
32820,FL,UNION PARK
32821,FL,ORLANDO
32822,FL,VENTURA
32824,FL,ORLANDO
32825,FL,ORLANDO
32826,FL,ORLANDO
32827,FL,ORLANDO
32828,FL,ORLANDO
32829,FL,ORLANDO
32830,FL,LAKE BUENA VISTA
32831,FL,ORLANDO
32832,FL,ORLANDO
32833,FL,UNION PARK
32835,FL,ORLANDO
32836,FL,ORLANDO
32837,FL,ORLANDO
32839,FL,ORLANDO
32901,FL,MELBOURNE
32903,FL,INDIALANTIC
32904,FL,MELBOURNE VILLAG
32905,FL,PALM BAY
32907,FL,PALM BAY
32908,FL,PALM BAY
32909,FL,PALM BAY
32920,FL,CAPE CANAVERAL
32922,FL,COCOA
32925,FL,PATRICK A F B
32926,FL,COCOA
32927,FL,PORT SAINT JOHN
32931,FL,COCOA BEACH
32934,FL,EAU GALLIE
32935,FL,MELBOURNE
32937,FL,INDIAN HARBOR BE
32940,FL,MELBOURNE
32948,FL,FELLSMERE
32951,FL,MELBOURNE BEACH
32952,FL,MERRITT ISLAND
32953,FL,MERRITT ISLAND
32955,FL,ROCKLEDGE
32958,FL,SEBASTIAN
32960,FL,VERO BEACH
32962,FL,VERO BEACH
32963,FL,INDIAN RIVER SHO
32966,FL,VERO BEACH
32967,FL,VERO BEACH
32968,FL,VERO BEACH
32976,FL,BAREFOOT BAY
33004,FL,DANIA
33009,FL,HALLANDALE
33010,FL,HIALEAH
33012,FL,HIALEAH
33013,FL,HIALEAH
33014,FL,HIALEAH
33015,FL,HIALEAH
33016,FL,HIALEAH
33019,FL,HOLLYWOOD
33020,FL,HOLLYWOOD
33021,FL,HOLLYWOOD
33023,FL,MIRAMAR
33024,FL,PEMBROKE PINES
33025,FL,HOLLYWOOD
33026,FL,HOLLYWOOD
33027,FL,HOLLYWOOD
33028,FL,HOLLYWOOD
33029,FL,PEMBROKE PINES
33030,FL,HOMESTEAD
33031,FL,HOMESTEAD
33032,FL,PRINCETON
33033,FL,HOMESTEAD
33034,FL,FLORIDA CITY
33035,FL,HOMESTEAD
33036,FL,ISLAMORADA
33037,FL,OCEAN REEF
33039,FL,HOMESTEAD AIR FO
33040,FL,NAVAL AIR STATIO
33042,FL,SUMMERLAND KEY
33043,FL,BIG PINE KEY
33050,FL,MARATHON
33054,FL,OPA LOCKA
33055,FL,CAROL CITY
33056,FL,CAROL CITY
33060,FL,POMPANO BEACH
33062,FL,POMPANO BEACH
33063,FL,MARGATE
33064,FL,LIGHTHOUSE POINT
33065,FL,CORAL SPRINGS
33066,FL,MARGATE
33067,FL,NORTH CORAL SPRI
33068,FL,POMPANO BEACH
33069,FL,POMPANO BEACH
33070,FL,TAVERNIER
33071,FL,POMPANO BEACH
33073,FL,POMPANO BEACH
33076,FL,POMPANO BEACH
33122,FL,MIAMI
33125,FL,MIAMI
33126,FL,MIAMI
33127,FL,MIAMI
33128,FL,MIAMI
33129,FL,MIAMI
33130,FL,MIAMI
33131,FL,MIAMI
33132,FL,MIAMI
33133,FL,CORAL GABLES
33134,FL,CORAL GABLES
33135,FL,MIAMI
33136,FL,MIAMI
33137,FL,MIAMI
33138,FL,MIAMI SHORES
33139,FL,CARL FISHER
33140,FL,MIAMI
33141,FL,NORTH BAY VILLAG
33142,FL,MIAMI
33143,FL,SOUTH MIAMI
33144,FL,MIAMI
33145,FL,CORAL GABLES
33146,FL,CORAL GABLES
33147,FL,MIAMI
33149,FL,KEY BISCAYNE
33150,FL,MIAMI
33154,FL,BAL HARBOUR
33155,FL,MIAMI
33156,FL,KENDALL
33157,FL,PERRINE
33158,FL,MIAMI
33160,FL,NORTH MIAMI BEAC
33161,FL,NORTH MIAMI
33162,FL,NORTH MIAMI BEAC
33165,FL,OLYMPIA HEIGHTS
33166,FL,MIAMI SPRINGS
33167,FL,MIAMI
33168,FL,MIAMI
33169,FL,MIAMI
33170,FL,QUAIL HEIGHTS
33172,FL,MIAMI
33173,FL,MIAMI
33174,FL,MIAMI
33175,FL,OLYMPIA HEIGHTS
33176,FL,MIAMI
33177,FL,QUAIL HEIGHTS
33178,FL,MIAMI
33179,FL,MIAMI
33180,FL,OJUS
33181,FL,NORTH MIAMI BEAC
33182,FL,MIAMI
33183,FL,MIAMI
33184,FL,MIAMI
33185,FL,OLYMPIA HEIGHTS
33186,FL,MIAMI
33187,FL,QUAIL HEIGHTS
33189,FL,QUAIL HEIGHTS
33190,FL,QUAIL HEIGHTS
33193,FL,MIAMI
33196,FL,MIAMI
33301,FL,FORT LAUDERDALE
33304,FL,OAKLAND PARK
33305,FL,OAKLAND PARK
33306,FL,OAKLAND PARK
33308,FL,OAKLAND PARK
33309,FL,FORT LAUDERDALE
33311,FL,FORT LAUDERDALE
33312,FL,FORT LAUDERDALE
33313,FL,CITY OF SUNRISE
33314,FL,DAVIE
33315,FL,FORT LAUDERDALE
33316,FL,FORT LAUDERDALE
33317,FL,PLANTATION
33319,FL,TAMARAC
33321,FL,TAMARAC
33322,FL,SUNRISE
33323,FL,SUNRISE
33324,FL,PLANTATION
33325,FL,DAVIE
33326,FL,DAVIE
33327,FL,FORT LAUDERDALE
33328,FL,DAVIE
33330,FL,DAVIE
33331,FL,DAVIE
33332,FL,DAVIE
33334,FL,OAKLAND PARK
33351,FL,TAMARAC
33388,FL,FORT LAUDERDALE
33401,FL,WEST PALM BEACH
33403,FL,LAKE PARK
33404,FL,RIVIERA BEACH
33405,FL,WEST PALM BEACH
33406,FL,GLEN RIDGE
33407,FL,WEST PALM BEACH
33408,FL,NORTH PALM BEACH
33409,FL,HAVERHILL
33410,FL,PALM BEACH GARDE
33411,FL,ROYAL PALM BEACH
33412,FL,WEST PALM BEACH
33413,FL,WEST PALM BEACH
33414,FL,WEST PALM BEACH
33415,FL,HAVERHILL
33417,FL,HAVERHILL
33418,FL,PALM BEACH GARDE
33426,FL,BOYNTON BEACH
33428,FL,BOCA RATON
33430,FL,BELLE GLADE
33431,FL,BOCA RATON
33432,FL,BOCA RATON
33433,FL,BOCA RATON
33434,FL,BOCA RATON
33435,FL,BRINY BREEZES
33436,FL,VILLAGE OF GOLF
33437,FL,BOYNTON BEACH
33438,FL,CANAL POINT
33440,FL,CLEWISTON
33441,FL,DEERFIELD BEACH
33442,FL,DEERFIELD BEACH
33444,FL,DELRAY BEACH
33445,FL,DELRAY BEACH
33446,FL,DELRAY BEACH
33455,FL,HOBE SOUND
33458,FL,JUPITER
33460,FL,LAKE WORTH
33461,FL,LAKE WORTH
33462,FL,LANTANA
33463,FL,GREENACRES
33467,FL,LAKE WORTH
33469,FL,TEQUESTA
33470,FL,LOXAHATCHEE
33471,FL,MOORE HAVEN
33476,FL,PAHOKEE
33477,FL,JUPITER
33478,FL,JUPITER
33480,FL,PALM BEACH
33483,FL,DELRAY BEACH
33484,FL,DELRAY BEACH
33486,FL,BOCA RATON
33487,FL,HIGHLAND BEACH
33493,FL,SOUTH BAY
33496,FL,BOCA RATON
33498,FL,BOCA RATON
33510,FL,BRANDON
33511,FL,BRANDON
33513,FL,BUSHNELL
33514,FL,CENTER HILL
33525,FL,RIDGE MANOR
33527,FL,DOVER
33534,FL,GIBSONTON
33538,FL,LAKE PANASOFFKEE
33540,FL,ZEPHYRHILLS
33541,FL,ZEPHYRHILLS
33543,FL,WESLEY CHAPEL
33544,FL,ZEPHYRHILLS
33547,FL,LITHIA
33549,FL,LUTZ
33556,FL,ODESSA
33565,FL,PLANT CITY
33566,FL,PLANT CITY
33567,FL,PLANT CITY
33569,FL,RIVERVIEW
33570,FL,RUSKIN
33572,FL,APOLLO BEACH
33573,FL,SUN CITY CENTER
33576,FL,SAN ANTONIO
33584,FL,SEFFNER
33592,FL,THONOTOSASSA
33594,FL,VALRICO
33597,FL,RIDGE MANOR ESTA
33598,FL,WIMAUMA
33602,FL,TAMPA
33603,FL,TAMPA
33604,FL,TAMPA
33605,FL,TAMPA
33606,FL,TAMPA
33607,FL,TAMPA
33608,FL,TAMPA
33609,FL,TAMPA
33610,FL,TAMPA
33611,FL,TAMPA
33612,FL,TAMPA
33613,FL,TAMPA
33614,FL,TAMPA
33615,FL,TAMPA
33616,FL,TAMPA
33617,FL,TAMPA
33618,FL,CARROLLWOOD
33619,FL,TAMPA
33620,FL,TAMPA
33624,FL,CARROLLWOOD
33625,FL,TAMPA
33626,FL,TAMPA
33629,FL,TAMPA
33634,FL,TAMPA
33635,FL,TAMPA
33637,FL,TAMPA
33647,FL,TAMPA
33701,FL,SAINT PETERSBURG
33702,FL,SAINT PETERSBURG
33703,FL,SAINT PETERSBURG
33704,FL,SAINT PETERSBURG
33705,FL,SAINT PETERSBURG
33706,FL,SAINT PETERSBURG
33707,FL,SAINT PETERSBURG
33708,FL,MADEIRA BEACH
33709,FL,KENNETH CITY
33710,FL,SAINT PETERSBURG
33711,FL,SAINT PETERSBURG
33712,FL,SAINT PETERSBURG
33713,FL,SAINT PETERSBURG
33714,FL,SAINT PETERSBURG
33715,FL,TIERRA VERDE
33716,FL,SAINT PETERSBURG
33801,FL,LAKELAND
33803,FL,LAKELAND
33805,FL,LAKELAND
33809,FL,LAKELAND
33811,FL,SOUTHSIDE
33813,FL,SOUTHSIDE
33821,FL,ARCADIA
33823,FL,AUBURNDALE
33825,FL,AVON PARK
33827,FL,BABSON PARK
33830,FL,BARTOW
33834,FL,DUETTE
33837,FL,DAVENPORT
33838,FL,DUNDEE
33839,FL,EAGLE LAKE
33841,FL,FORT MEADE
33843,FL,FROSTPROOF
33844,FL,GRENELEFE
33849,FL,KATHLEEN
33850,FL,LAKE ALFRED
33852,FL,LAKE PLACID
33853,FL,LAKE WALES
33857,FL,LORIDA
33860,FL,MULBERRY
33865,FL,ONA
33868,FL,POLK CITY
33870,FL,SEBRING
33872,FL,SEBRING
33873,FL,WAUCHULA
33880,FL,ELOISE
33881,FL,WINTER HAVEN
33884,FL,CYPRESS GARDENS
33890,FL,ZOLFO SPRINGS
33901,FL,FORT MYERS
33903,FL,FORT MYERS
33904,FL,CAPE CORAL CENTR
33905,FL,TICE
33907,FL,FORT MYERS
33908,FL,FORT MYERS
33909,FL,CAPE CORAL CENTR
33912,FL,FORT MYERS
33913,FL,FORT MYERS
33914,FL,CAPE CORAL CENTR
33916,FL,FORT MYERS
33917,FL,FORT MYERS
33919,FL,COLLEGE PARKWAY
33920,FL,ALVA
33922,FL,BOKEELIA
33923,FL,BONITA SPRINGS
33924,FL,CAPTIVA
33927,FL,EL JOBEAN
33928,FL,ESTERO
33931,FL,FORT MYERS BEACH
33934,FL,IMMOKALEE
33935,FL,LABELLE
33936,FL,LEHIGH ACRES
33937,FL,MARCO ISLAND
33940,FL,NAPLES
33942,FL,NAPLES
33943,FL,OCHOPEE
33946,FL,PLACIDA
33947,FL,PLACIDA
33948,FL,PORT CHARLOTTE
33950,FL,PUNTA GORDA
33952,FL,PORT CHARLOTTE
33953,FL,PORT CHARLOTTE
33954,FL,PORT CHARLOTTE
33955,FL,PUNTA GORDA
33956,FL,SAINT JAMES CITY
33957,FL,SANIBEL
33960,FL,VENUS
33961,FL,NAPLES
33962,FL,NAPLES
33963,FL,NAPLES
33964,FL,NAPLES
33971,FL,LEHIGH ACRES
33980,FL,PORT CHARLOTTE
33981,FL,PORT CHARLOTTE
33982,FL,PUNTA GORDA
33983,FL,PUNTA GORDA
33990,FL,CAPE CORAL CENTR
33991,FL,CAPE CORAL CENTR
33999,FL,NAPLES
34202,FL,BRADEN RIVER
34203,FL,BRADEN RIVER
34205,FL,WESTGATE
34207,FL,COLLEGE PLAZA
34208,FL,BRADEN RIVER
34209,FL,PALMA SOLA
34210,FL,BRADENTON
34215,FL,CORTEZ
34217,FL,BRADENTON BEACH
34219,FL,PARRISH
34221,FL,PALMETTO
34222,FL,ELLENTON
34223,FL,ENGLEWOOD
34224,FL,GROVE CITY
34228,FL,WHITNEY BEACH
34229,FL,OSPREY
34231,FL,SOUTH TRAIL
34232,FL,FOREST LAKES
34233,FL,SARASOTA
34234,FL,MEADOWS VILLAGE
34235,FL,SARASOTA
34236,FL,SARASOTA
34237,FL,SARASOTA
34238,FL,SARASOTA SQUARE
34239,FL,SARASOTA
34240,FL,SARASOTA
34241,FL,SARASOTA
34242,FL,CRESCENT BEACH
34243,FL,SARASOTA
34251,FL,MYAKKA CITY
34275,FL,NOKOMIS
34285,FL,VENICE
34287,FL,NORTH PORT
34292,FL,MID VENICE
34293,FL,SOUTH VENICE
34601,FL,BROOKSVILLE
34602,FL,RIDGE MANOR WEST
34606,FL,SPRING HILL
34607,FL,SPRING HILL
34608,FL,SPRING HILL
34609,FL,SPRING HILL
34610,FL,SHADY HILLS
34613,FL,BROOKSVILLE
34614,FL,BROOKSVILLE
34615,FL,CLEARWATER
34616,FL,CLEARWATER
34619,FL,CLEARWATER
34620,FL,CLEARWATER
34621,FL,CLEARWATER
34622,FL,AIRPORT
34623,FL,CLEARWATER
34624,FL,CLEARWATER
34625,FL,CLEARWATER
34630,FL,CLEARWATER
34635,FL,BELLEAIR BEACH
34639,FL,LAND O LAKES
34640,FL,BELLEAIR BLUFFS
34641,FL,LARGO
34642,FL,SEMINOLE
34643,FL,LARGO
34644,FL,LARGO
34646,FL,LARGO
34647,FL,LARGO
34648,FL,LARGO
34652,FL,NEW PORT RICHEY
34653,FL,NEW PORT RICHEY
34654,FL,NEW PORT RICHEY
34655,FL,NEW PORT RICHEY
34665,FL,PINELLAS PARK
34666,FL,PINELLAS PARK
34667,FL,HUDSON
34668,FL,PORT RICHEY
34669,FL,HUDSON
34677,FL,OLDSMAR
34683,FL,PALM HARBOR
34684,FL,LAKE TARPON
34685,FL,PALM HARBOR
34689,FL,TARPON SPRINGS
34690,FL,HOLIDAY
34691,FL,HOLIDAY
34695,FL,SAFETY HARBOR
34698,FL,DUNEDIN
34705,FL,ASTATULA
34711,FL,CLERMONT
34731,FL,FRUITLAND PARK
34736,FL,GROVELAND
34737,FL,HOWEY IN THE HIL
34739,FL,KENANSVILLE
34741,FL,KISSIMMEE
34743,FL,BUENA VENTURA LA
34744,FL,KISSIMMEE
34746,FL,KISSIMMEE
34748,FL,LEESBURG
34756,FL,MONTVERDE
34758,FL,KISSIMMEE
34759,FL,POINCIANA
34761,FL,OCOEE
34762,FL,OKAHUMPKA
34769,FL,SAINT CLOUD
34771,FL,SAINT CLOUD
34772,FL,SAINT CLOUD
34773,FL,SAINT CLOUD
34785,FL,WILDWOOD
34786,FL,WINDERMERE
34787,FL,WINTER GARDEN
34788,FL,HAINES CREEK
34797,FL,YALAHA
34945,FL,FORT PIERCE
34946,FL,FORT PIERCE
34947,FL,FORT PIERCE
34949,FL,FORT PIERCE
34950,FL,FORT PIERCE
34951,FL,FORT PIERCE
34952,FL,PORT SAINT LUCIE
34953,FL,PORT SAINT LUCIE
34956,FL,INDIANTOWN
34957,FL,JENSEN BEACH
34972,FL,BASINGER
34974,FL,OKEECHOBEE
34981,FL,FORT PIERCE
34982,FL,FORT PIERCE
34983,FL,PORT SAINT LUCIE
34984,FL,PORT SAINT LUCIE
34986,FL,PORT SAINT LUCIE
34987,FL,PORT SAINT LUCIE
34988,FL,PORT SAINT LUCIE
34990,FL,PALM CITY
34994,FL,STUART
34996,FL,STUART
34997,FL,STUART
32011,FL,CALLAHAN
32013,FL,DAY
32033,FL,ELKTON
32034,FL,AMELIA ISLAND
32038,FL,FORT WHITE
32040,FL,GLEN SAINT MARY
32043,FL,GREEN COVE SPRIN
32044,FL,HAMPTON
32046,FL,HILLIARD
32052,FL,JASPER
32053,FL,JENNINGS
32054,FL,LAKE BUTLER
32055,FL,LAKE CITY
32058,FL,LAWTEY
32059,FL,LEE
32060,FL,BOYS RANCH
32061,FL,LULU
32062,FL,MC ALPIN
32063,FL,MACCLENNY
32065,FL,ORANGE PARK
32066,FL,MAYO
32068,FL,MIDDLEBURG
32071,FL,O BRIEN
32073,FL,ORANGE PARK
32082,FL,PONTE VEDRA BEAC
32083,FL,RAIFORD
32084,FL,SAINT AUGUSTINE
32086,FL,SAINT AUGUSTINE
32087,FL,SANDERSON
32091,FL,STARKE
32092,FL,SAINT AUGUSTINE
32094,FL,WELLBORN
32095,FL,SAINT AUGUSTINE
32096,FL,WHITE SPRINGS
32097,FL,YULEE
32102,FL,ASTOR
32110,FL,BUNNELL
32112,FL,CRESCENT CITY
32113,FL,CITRA
32114,FL,DAYTONA BEACH
32117,FL,HOLLY HILL
32118,FL,DAYTONA BEACH
32119,FL,DUNLAWTON
32124,FL,PORT ORANGE
32127,FL,PORT ORANGE
32130,FL,DE LEON SPRINGS
32131,FL,EAST PALATKA
32132,FL,EDGEWATER
32134,FL,SALT SPRINGS
32136,FL,FLAGLER BEACH
32137,FL,PALM COAST
32139,FL,GEORGETOWN
32140,FL,FLORAHOME
32141,FL,EDGEWATER
32145,FL,HASTINGS
32148,FL,INTERLACHEN
32159,FL,LADY LAKE
32168,FL,NEW SMYRNA BEACH
32169,FL,NEW SMYRNA BEACH
32174,FL,ORMOND BEACH
32176,FL,ORMOND BEACH
32177,FL,PALATKA
32179,FL,OCKLAWAHA
32180,FL,PIERSON
32181,FL,POMONA PARK
32187,FL,SAN MATEO
32189,FL,SATSUMA
32190,FL,SEVILLE
32195,FL,WEIRSDALE
32202,FL,JACKSONVILLE
32204,FL,JACKSONVILLE
32205,FL,JACKSONVILLE
32206,FL,JACKSONVILLE
32207,FL,JACKSONVILLE
32208,FL,JACKSONVILLE
32209,FL,JACKSONVILLE
32210,FL,JACKSONVILLE
32211,FL,JACKSONVILLE
32212,FL,JACKSONVILLE N A
32215,FL,CECIL FIELD NAS
32216,FL,JACKSONVILLE
32217,FL,JACKSONVILLE
32218,FL,JACKSONVILLE
32219,FL,JACKSONVILLE
32220,FL,JACKSONVILLE
32221,FL,JACKSONVILLE
32222,FL,JACKSONVILLE
32223,FL,JACKSONVILLE
32224,FL,JACKSONVILLE
32225,FL,JACKSONVILLE
32226,FL,JACKSONVILLE
32227,FL,JACKSONVILLE BEA
32233,FL,ATLANTIC BEACH
32234,FL,BALDWIN
32244,FL,JACKSONVILLE
32250,FL,JACKSONVILLE BEA
32256,FL,JACKSONVILLE
32257,FL,JACKSONVILLE
32258,FL,JACKSONVILLE
32259,FL,JACKSONVILLE
32266,FL,NEPTUNE BEACH
32301,FL,TALLAHASSEE
32303,FL,TALLAHASSEE
32304,FL,TALLAHASSEE
32306,FL,TALLAHASSEE
32308,FL,TALLAHASSEE
32310,FL,TALLAHASSEE
32311,FL,TALLAHASSEE
32312,FL,TALLAHASSEE
32320,FL,APALACHICOLA
32321,FL,BRISTOL
32322,FL,CARRABELLE
32324,FL,CHATTAHOOCHEE
32327,FL,CRAWFORDVILLE
32328,FL,SAINT GEORGE ISL
32331,FL,GREENVILLE
32333,FL,HAVANA
32334,FL,HOSFORD
32336,FL,LAMONT
32340,FL,MADISON
32344,FL,MONTICELLO
32346,FL,PANACEA
32347,FL,PERRY
32350,FL,PINETTA
32351,FL,QUINCY
32356,FL,SALEM
32358,FL,SOPCHOPPY
32359,FL,STEINHATCHEE
32401,FL,PANAMA CITY
32403,FL,PANAMA CITY
32404,FL,PANAMA CITY
32405,FL,PANAMA CITY
32407,FL,PANAMA CITY BEAC
32408,FL,PANAMA CITY BEAC
